start_time : 2024_11_18_14:39:38
name : labopt_logs\lab_opt_2024_11\optimization__2024-11-18-14-39__shgo__.txt
method : shgo
args : (6, 8, -5, 2)
paras_init : array([3, 0, 4, 2])
bounds : ((-10, 10), (-10, 10), (-10, 10), (-10, 10))
max_run : 10
form : rounds, time, parameters, cost 


0, 18:14:39:38, [10.0,10.0,10.0,-10.0], -76.461393
599, 18:14:40:00, [5.836312198920756,10.0,-6.326932809303817,0.15855534326186888], -484.105263
600, 18:14:40:00, [10.0,0.0,10.0,0.0], -175.836958
601, 18:14:40:00, [9.99999999,0.0,10.0,0.0], -175.836958
602, 18:14:40:00, [10.0,1e-08,10.0,0.0], -175.836958
603, 18:14:40:00, [10.0,0.0,9.99999999,0.0], -175.836958
604, 18:14:40:00, [10.0,0.0,10.0,1e-08], -175.836958
605, 18:14:40:00, [7.28841566746603,10.0,-10.0,1.11270423985843], -439.837898
606, 18:14:40:00, [7.28841567746603,10.0,-10.0,1.11270423985843], -439.837898
607, 18:14:40:00, [7.28841566746603,9.99999999,-10.0,1.11270423985843], -439.837898
608, 18:14:40:00, [7.28841566746603,10.0,-9.99999999,1.11270423985843], -439.837898
609, 18:14:40:00, [7.28841566746603,10.0,-10.0,1.1127042498584299], -439.837898
610, 18:14:40:00, [3.4788909029408104,10.0,-5.897268453776885,-0.8135545156406687], -463.568485
611, 18:14:40:00, [3.4788909129408103,10.0,-5.897268453776885,-0.8135545156406687], -463.568485
612, 18:14:40:00, [3.4788909029408104,9.99999999,-5.897268453776885,-0.8135545156406687], -463.568485
613, 18:14:40:00, [3.4788909029408104,10.0,-5.897268443776885,-0.8135545156406687], -463.568485
614, 18:14:40:00, [3.4788909029408104,10.0,-5.897268453776885,-0.8135545056406687], -463.568485
615, 18:14:40:00, [5.685815620341528,10.0,-6.415332206006777,0.556636122226796], -483.494372
616, 18:14:40:01, [5.685815630341528,10.0,-6.415332206006777,0.556636122226796], -483.494372
617, 18:14:40:01, [5.685815620341528,9.99999999,-6.415332206006777,0.556636122226796], -483.494372
618, 18:14:40:01, [5.685815620341528,10.0,-6.415332196006777,0.556636122226796], -483.494372
619, 18:14:40:01, [5.685815620341528,10.0,-6.415332206006777,0.5566361322267961], -483.494372
620, 18:14:40:01, [6.094998798227003,10.0,-6.15800395109174,0.2109707519697209], -483.727383
621, 18:14:40:01, [6.094998808227003,10.0,-6.15800395109174,0.2109707519697209], -483.727383
622, 18:14:40:01, [6.094998798227003,9.99999999,-6.15800395109174,0.2109707519697209], -483.727383
623, 18:14:40:01, [6.094998798227003,10.0,-6.15800394109174,0.2109707519697209], -483.727383
624, 18:14:40:01, [6.094998798227003,10.0,-6.15800395109174,0.2109707619697209], -483.727383
625, 18:14:40:01, [5.823423673049658,10.0,-6.3890793623578315,0.06692817661760891], -484.061461
626, 18:14:40:01, [5.823423683049658,10.0,-6.3890793623578315,0.06692817661760891], -484.061461
627, 18:14:40:01, [5.823423673049658,9.99999999,-6.3890793623578315,0.06692817661760891], -484.061461
628, 18:14:40:01, [5.823423673049658,10.0,-6.3890793523578315,0.06692817661760891], -484.061461
629, 18:14:40:01, [5.823423673049658,10.0,-6.3890793623578315,0.06692818661760891], -484.061461
630, 18:14:40:01, [5.805917896943497,10.0,-6.299240512194365,0.1829502470652447], -484.096738
631, 18:14:40:01, [5.805917906943497,10.0,-6.299240512194365,0.1829502470652447], -484.096738
632, 18:14:40:01, [5.805917896943497,9.99999999,-6.299240512194365,0.1829502470652447], -484.096738
633, 18:14:40:01, [5.805917896943497,10.0,-6.299240502194365,0.1829502470652447], -484.096738
634, 18:14:40:01, [5.805917896943497,10.0,-6.299240512194365,0.1829502570652447], -484.096738
635, 18:14:40:01, [5.846760264867674,10.0,-6.333574536766329,0.16677516277607815], -484.104439
636, 18:14:40:01, [5.846760274867674,10.0,-6.333574536766329,0.16677516277607815], -484.104439
637, 18:14:40:01, [5.846760264867674,9.99999999,-6.333574536766329,0.16677516277607815], -484.104439
638, 18:14:40:01, [5.846760264867674,10.0,-6.333574526766329,0.16677516277607815], -484.104439
639, 18:14:40:01, [5.846760264867674,10.0,-6.333574536766329,0.16677517277607815], -484.104439
640, 18:14:40:01, [5.835911196733716,10.0,-6.32583537273325,0.1546826138817384], -484.105207
641, 18:14:40:01, [5.835911206733716,10.0,-6.32583537273325,0.1546826138817384], -484.105207
642, 18:14:40:01, [5.835911196733716,9.99999999,-6.32583537273325,0.1546826138817384], -484.105207
643, 18:14:40:02, [5.835911196733716,10.0,-6.32583536273325,0.1546826138817384], -484.105207
644, 18:14:40:02, [5.835911196733716,10.0,-6.32583537273325,0.1546826238817384], -484.105207
645, 18:14:40:02, [5.836053646626916,10.0,-6.327023695533895,0.15882072901871808], -484.105263
646, 18:14:40:02, [5.836053656626916,10.0,-6.327023695533895,0.15882072901871808], -484.105263
647, 18:14:40:02, [5.836053646626916,9.99999999,-6.327023695533895,0.15882072901871808], -484.105263
648, 18:14:40:02, [5.836053646626916,10.0,-6.327023685533895,0.15882072901871808], -484.105263
649, 18:14:40:02, [5.836053646626916,10.0,-6.327023695533895,0.15882073901871807], -484.105263
650, 18:14:40:02, [5.836350083462231,10.0,-6.326965090833829,0.15856806463376233], -484.105263
651, 18:14:40:02, [5.836350093462231,10.0,-6.326965090833829,0.15856806463376233], -484.105263
652, 18:14:40:02, [5.836350083462231,9.99999999,-6.326965090833829,0.15856806463376233], -484.105263
653, 18:14:40:02, [5.836350083462231,10.0,-6.326965080833829,0.15856806463376233], -484.105263
654, 18:14:40:02, [5.836350083462231,10.0,-6.326965090833829,0.15856807463376232], -484.105263
655, 18:14:40:02, [0.0,10.0,10.0,0.0], -215.836958
656, 18:14:40:02, [1e-08,10.0,10.0,0.0], -215.836958
657, 18:14:40:02, [0.0,9.99999999,10.0,0.0], -215.836958
658, 18:14:40:02, [0.0,10.0,9.99999999,0.0], -215.836958
659, 18:14:40:02, [0.0,10.0,10.0,1e-08], -215.836958
660, 18:14:40:02, [9.112704901781411,10.0,-10.0,1.1127042398584324], -425.523909
661, 18:14:40:02, [9.112704911781412,10.0,-10.0,1.1127042398584324], -425.523909
662, 18:14:40:02, [9.112704901781411,9.99999999,-10.0,1.1127042398584324], -425.523909
663, 18:14:40:02, [9.112704901781411,10.0,-9.99999999,1.1127042398584324], -425.523909
664, 18:14:40:02, [9.112704901781411,10.0,-10.0,1.1127042498584323], -425.523909
665, 18:14:40:02, [5.947095291124857,10.0,-4.534261783231226,-0.7584372536618087], -473.282080
666, 18:14:40:02, [5.947095301124857,10.0,-4.534261783231226,-0.7584372536618087], -473.282080
667, 18:14:40:02, [5.947095291124857,9.99999999,-4.534261783231226,-0.7584372536618087], -473.282080
668, 18:14:40:02, [5.947095291124857,10.0,-4.5342617732312265,-0.7584372536618087], -473.282080
669, 18:14:40:02, [5.947095291124857,10.0,-4.534261783231226,-0.7584372436618086], -473.282080
670, 18:14:40:02, [6.0611924800322265,10.0,-6.058872593760352,0.7873426460979805], -482.494999
671, 18:14:40:02, [6.0611924900322265,10.0,-6.058872593760352,0.7873426460979805], -482.494999
672, 18:14:40:03, [6.0611924800322265,9.99999999,-6.058872593760352,0.7873426460979805], -482.494999
673, 18:14:40:03, [6.0611924800322265,10.0,-6.058872583760352,0.7873426460979805], -482.494999
674, 18:14:40:03, [6.0611924800322265,10.0,-6.058872593760352,0.7873426560979806], -482.494999
675, 18:14:40:03, [5.864440809549977,10.0,-6.6747780351305686,0.3399657904336444], -483.532835
676, 18:14:40:03, [5.864440819549977,10.0,-6.6747780351305686,0.3399657904336444], -483.532835
677, 18:14:40:03, [5.864440809549977,9.99999999,-6.6747780351305686,0.3399657904336444], -483.532835
678, 18:14:40:03, [5.864440809549977,10.0,-6.674778025130569,0.3399657904336444], -483.532835
679, 18:14:40:03, [5.864440809549977,10.0,-6.6747780351305686,0.3399658004336444], -483.532835
680, 18:14:40:03, [5.631952541311051,10.0,-6.194363817007109,0.0039927787716076135], -483.791599
681, 18:14:40:03, [5.631952551311051,10.0,-6.194363817007109,0.0039927787716076135], -483.791599
682, 18:14:40:03, [5.631952541311051,9.99999999,-6.194363817007109,0.0039927787716076135], -483.791599
683, 18:14:40:03, [5.631952541311051,10.0,-6.194363807007109,0.0039927787716076135], -483.791599
684, 18:14:40:03, [5.631952541311051,10.0,-6.194363817007109,0.0039927887716076135], -483.791599
685, 18:14:40:03, [5.895299139632198,10.0,-6.299684133420265,0.1507555146047816], -484.088418
686, 18:14:40:03, [5.895299149632198,10.0,-6.299684133420265,0.1507555146047816], -484.088418
687, 18:14:40:03, [5.895299139632198,9.99999999,-6.299684133420265,0.1507555146047816], -484.088418
688, 18:14:40:03, [5.895299139632198,10.0,-6.299684123420265,0.1507555146047816], -484.088418
689, 18:14:40:03, [5.895299139632198,10.0,-6.299684133420265,0.1507555246047816], -484.088418
690, 18:14:40:03, [5.824652581366091,10.0,-6.3343072516286405,0.17731768011179255], -484.103338
691, 18:14:40:03, [5.824652591366091,10.0,-6.3343072516286405,0.17731768011179255], -484.103338
692, 18:14:40:03, [5.824652581366091,9.99999999,-6.3343072516286405,0.17731768011179255], -484.103338
693, 18:14:40:03, [5.824652581366091,10.0,-6.334307241628641,0.17731768011179255], -484.103338
694, 18:14:40:03, [5.824652581366091,10.0,-6.3343072516286405,0.17731769011179255], -484.103338
695, 18:14:40:03, [5.835994916612043,10.0,-6.328372615405628,0.15547185757636806], -484.105223
696, 18:14:40:03, [5.8359949266120426,10.0,-6.328372615405628,0.15547185757636806], -484.105223
697, 18:14:40:03, [5.835994916612043,9.99999999,-6.328372615405628,0.15547185757636806], -484.105223
698, 18:14:40:03, [5.835994916612043,10.0,-6.328372605405628,0.15547185757636806], -484.105223
699, 18:14:40:03, [5.835994916612043,10.0,-6.328372615405628,0.15547186757636805], -484.105223
700, 18:14:40:03, [5.836531342220527,10.0,-6.326506247467204,0.15885446022403635], -484.105262
701, 18:14:40:04, [5.836531352220527,10.0,-6.326506247467204,0.15885446022403635], -484.105262
702, 18:14:40:04, [5.836531342220527,9.99999999,-6.326506247467204,0.15885446022403635], -484.105262
703, 18:14:40:04, [5.836531342220527,10.0,-6.326506237467204,0.15885446022403635], -484.105262
704, 18:14:40:04, [5.836531342220527,10.0,-6.326506247467204,0.15885447022403634], -484.105262
705, 18:14:40:04, [5.836313313082257,10.0,-6.3269889216391135,0.15857909618171437], -484.105263
706, 18:14:40:04, [5.836313323082257,10.0,-6.3269889216391135,0.15857909618171437], -484.105263
707, 18:14:40:04, [5.836313313082257,9.99999999,-6.3269889216391135,0.15857909618171437], -484.105263
708, 18:14:40:04, [5.836313313082257,10.0,-6.326988911639114,0.15857909618171437], -484.105263
709, 18:14:40:04, [5.836313313082257,10.0,-6.3269889216391135,0.15857910618171436], -484.105263
710, 18:14:40:04, [5.836319601576702,10.0,-6.326970712938484,0.15856638376524232], -484.105263
711, 18:14:40:04, [5.836319611576702,10.0,-6.326970712938484,0.15856638376524232], -484.105263
712, 18:14:40:04, [5.836319601576702,9.99999999,-6.326970712938484,0.15856638376524232], -484.105263
713, 18:14:40:04, [5.836319601576702,10.0,-6.326970702938484,0.15856638376524232], -484.105263
714, 18:14:40:04, [5.836319601576702,10.0,-6.326970712938484,0.15856639376524231], -484.105263
715, 18:14:40:04, [10.0,10.0,10.0,0.0], -227.719923
716, 18:14:40:04, [9.99999999,10.0,10.0,0.0], -227.719923
717, 18:14:40:04, [10.0,9.99999999,10.0,0.0], -227.719923
718, 18:14:40:04, [10.0,10.0,9.99999999,0.0], -227.719923
719, 18:14:40:04, [10.0,10.0,10.0,1e-08], -227.719923
720, 18:14:40:04, [7.2884156674660145,10.0,-10.0,1.112709924200322], -439.837874
721, 18:14:40:04, [7.2884156774660145,10.0,-10.0,1.112709924200322], -439.837874
722, 18:14:40:04, [7.2884156674660145,9.99999999,-10.0,1.112709924200322], -439.837874
723, 18:14:40:04, [7.2884156674660145,10.0,-9.99999999,1.112709924200322], -439.837874
724, 18:14:40:04, [7.2884156674660145,10.0,-10.0,1.112709934200322], -439.837874
725, 18:14:40:04, [3.9348866571221235,10.0,-5.812825507825082,-0.6586542762008392], -468.839411
726, 18:14:40:04, [3.9348866671221234,10.0,-5.812825507825082,-0.6586542762008392], -468.839412
727, 18:14:40:04, [3.9348866571221235,9.99999999,-5.812825507825082,-0.6586542762008392], -468.839411
728, 18:14:40:05, [3.9348866571221235,10.0,-5.812825497825082,-0.6586542762008392], -468.839411
729, 18:14:40:05, [3.9348866571221235,10.0,-5.812825507825082,-0.6586542662008391], -468.839411
730, 18:14:40:05, [6.194940934579877,10.0,-6.137688636782139,0.5170438986820965], -483.066384
731, 18:14:40:05, [6.194940944579877,10.0,-6.137688636782139,0.5170438986820965], -483.066384
732, 18:14:40:05, [6.194940934579877,9.99999999,-6.137688636782139,0.5170438986820965], -483.066384
733, 18:14:40:05, [6.194940934579877,10.0,-6.137688626782139,0.5170438986820965], -483.066384
734, 18:14:40:05, [6.194940934579877,10.0,-6.137688636782139,0.5170439086820966], -483.066384
735, 18:14:40:05, [5.589027671815589,10.0,-6.978275775252655,0.23257909387162967], -482.195576
736, 18:14:40:05, [5.589027681815589,10.0,-6.978275775252655,0.23257909387162967], -482.195576
737, 18:14:40:05, [5.589027671815589,9.99999999,-6.978275775252655,0.23257909387162967], -482.195575
738, 18:14:40:05, [5.589027671815589,10.0,-6.978275765252655,0.23257909387162967], -482.195576
739, 18:14:40:05, [5.589027671815589,10.0,-6.978275775252655,0.23257910387162967], -482.195575
740, 18:14:40:05, [5.951259284544981,10.0,-6.475749665461573,0.4026399777366728], -483.778104
741, 18:14:40:05, [5.951259294544981,10.0,-6.475749665461573,0.4026399777366728], -483.778104
742, 18:14:40:05, [5.951259284544981,9.99999999,-6.475749665461573,0.4026399777366728], -483.778104
743, 18:14:40:05, [5.951259284544981,10.0,-6.475749655461573,0.4026399777366728], -483.778104
744, 18:14:40:05, [5.951259284544981,10.0,-6.475749665461573,0.4026399877366728], -483.778104
745, 18:14:40:05, [5.671385704694108,10.0,-6.1921076620085245,0.09702426850290545], -483.917461
746, 18:14:40:05, [5.671385714694108,10.0,-6.1921076620085245,0.09702426850290545], -483.917461
747, 18:14:40:05, [5.671385704694108,9.99999999,-6.1921076620085245,0.09702426850290545], -483.917461
748, 18:14:40:05, [5.671385704694108,10.0,-6.1921076520085245,0.09702426850290545], -483.917461
749, 18:14:40:05, [5.671385704694108,10.0,-6.1921076620085245,0.09702427850290544], -483.917461
750, 18:14:40:05, [5.837149755332919,10.0,-6.325249721994819,0.1606041664672493], -484.105236
751, 18:14:40:05, [5.837149765332919,10.0,-6.325249721994819,0.1606041664672493], -484.105236
752, 18:14:40:05, [5.837149755332919,9.99999999,-6.325249721994819,0.1606041664672493], -484.105236
753, 18:14:40:05, [5.837149755332919,10.0,-6.325249711994819,0.1606041664672493], -484.105236
754, 18:14:40:05, [5.837149755332919,10.0,-6.325249721994819,0.16060417646724928], -484.105236
755, 18:14:40:05, [5.8363323815155566,10.0,-6.327083258197297,0.15841751439426238], -484.105263
756, 18:14:40:05, [5.8363323915155565,10.0,-6.327083258197297,0.15841751439426238], -484.105263
757, 18:14:40:06, [5.8363323815155566,9.99999999,-6.327083258197297,0.15841751439426238], -484.105263
758, 18:14:40:06, [5.8363323815155566,10.0,-6.327083248197297,0.15841751439426238], -484.105263
759, 18:14:40:06, [5.8363323815155566,10.0,-6.327083258197297,0.15841752439426238], -484.105263
760, 18:14:40:06, [5.836317390737593,10.0,-6.326972490237543,0.1585682067149384], -484.105263
761, 18:14:40:06, [5.836317400737593,10.0,-6.326972490237543,0.1585682067149384], -484.105263
762, 18:14:40:06, [5.836317390737593,9.99999999,-6.326972490237543,0.1585682067149384], -484.105263
763, 18:14:40:06, [5.836317390737593,10.0,-6.326972480237543,0.1585682067149384], -484.105263
764, 18:14:40:06, [5.836317390737593,10.0,-6.326972490237543,0.1585682167149384], -484.105263
765, 18:14:40:06, [-10.0,0.0,0.0,10.0], -72.695464
766, 18:14:40:06, [0.0,-10.0,0.0,0.0], -100.812500
